Pal_ID	Ide_ID	Ssu_ID	Ptr_ID	Pag_ID	Peu_ID	Pde_ID
Palv2-13879	Ide2-13490	-	Potri.001G174600	PAxG01Gg0161100	Peu2-18741	Pde01A028880
Palv2-13880	-	-	Potri.001G174500	PAxG01Gg0161000	Peu2-18740	Pde01A028890
Palv2-13881	Ide2-13489	EVM0030490	Potri.001G174400	PAxG01Gg0160900	Peu2-18739	Pde01A028900
Palv2-13882	Ide2-13488	-	Potri.001G174300	PAxG01Gg0160800	Peu2-18738	Pde01A028910
Palv2-13883	-	-	-	-	-	-
Palv2-13884	Ide2-13486	EVM0002465	Potri.001G174100	-	Peu2-18736	Pde01A028920
Palv2-13885	Ide2-13485	EVM0041282	Potri.001G173900	PAxG01Gg0160600	Peu2-18735	Pde01A028940
Palv2-13886	-	-	-	-	-	-
Palv2-13887	Ide2-13484	-	Potri.001G173800	PAxG01Gg0160500	Peu2-18733	Pde01A028960
Palv2-13888	Ide2-13483	-	Potri.001G173700	PAxG01Gg0160400	Peu2-18732	Pde01A028970
Palv2-13889	Ide2-13482	EVM0023797	Potri.001G173600	PAxG01Gg0160300	Peu2-18731	Pde01A028980
Palv2-13890	Ide2-13481	EVM0038344	Potri.001G173500	PAxG01Gg0160200	Peu2-18730	Pde01A028990
Palv2-13891	Ide2-13479	-	Potri.001G173300	PAxG01Gg0160100	Peu2-18728	Pde01A029010
Palv2-13892	Ide2-13478	EVM0025757	Potri.001G173200	PAxG01Gg0160000	Peu2-18727	Pde01A029020
Palv2-13893	Ide2-13477	EVM0021073	Potri.001G172900	PAxG01Gg0159900	Peu2-06122	Pde01A029030
Palv2-13894	-	EVM0034076	Potri.001G172850	PAxG01Gg0159800	Peu2-18726	Pde03A016120
Palv2-13895	Ide2-13476	EVM0025556	Potri.001G172800	PAxG01Gg0159700	Peu2-18725	Pde01A029040
Palv2-13896	Ide2-13475	-	-	-	Peu2-18724	Pde01A029050
Palv2-13897	Ide2-13474	EVM0034150	Potri.001G172600	PAxG01Gg0159500	Peu2-18723	Pde01A029060
Palv2-13898	Ide2-13473	EVM0025742	Potri.001G172500	PAxG01Gg0159400	Peu2-18722	Pde01A029070
Palv2-13899	Ide2-13472	-	Potri.001G172400	PAxG01Gg0159200	Peu2-18721	Pde01A029090
Palv2-13900	-	EVM0013311	Potri.001G172300	PAxG01Gg0159100	Peu2-18720	Pde01A029100
Palv2-13901	Ide2-13469	-	Potri.001G172100	PAxG01Gg0158900	Peu2-18719	Pde01A029110
Palv2-13902	-	-	Potri.001G172000	PAxG01Gg0158800	-	-
Palv2-13903	Ide2-13468	EVM0005279	Potri.001G171900	PAxG01Gg0158700	Peu2-18718	Pde01A029120
Palv2-13904	Ide2-13467	EVM0008898	Potri.001G171800	PAxG01Gg0158600	Peu2-18717	Pde01A029130
Palv2-13905	Ide2-13465	-	Potri.001G171600	PAxG01Gg0158500	Peu2-18715	Pde01A029140
Palv2-13906	Ide2-13463	-	Potri.001G171300	PAxG01Gg0158400	Peu2-18714	Pde01A029160
Palv2-13907	Ide2-13462	-	Potri.001G171200	-	Peu2-18713	Pde01A029170
Palv2-13908	Ide2-13461	-	Potri.001G171100	PAxG01Gg0158300	-	Pde01A029180
Palv2-13909	Ide2-13460	-	Potri.001G171000	PAxG01Gg0158200	Peu2-18712	Pde01A029190
Palv2-13910	-	-	-	-	-	-
Palv2-13911	Ide2-13459	-	Potri.001G170800	PAxG01Gg0157900	Peu2-18711	Pde01A029200
Palv2-13912	Ide2-13458	-	Potri.001G170700	PAxG01Gg0157800	Peu2-18710	Pde01A029210
Palv2-13913	Ide2-13457	-	Potri.001G170500	PAxG01Gg0157500	Peu2-18708	Pde01A029230
Palv2-13914	Ide2-13456	EVM0001985	Potri.001G170400	PAxG01Gg0157300	Peu2-18707	-
Palv2-13915	Ide2-13454	-	Potri.001G170300	PAxG01Gg0157100	Peu2-18706	Pde01A029250
Palv2-13916	Ide2-13453	-	Potri.001G170200	PAxG01Gg0157000	Peu2-18705	Pde01A029260
Palv2-13917	Ide2-13451	-	Potri.001G170100	PAxG01Gg0156900	Peu2-18704	Pde01A029270
Palv2-13918	Ide2-13450	-	Potri.001G170001	-	Peu2-18703	Pde01A029280
Palv2-13919	Ide2-13449	-	Potri.001G169900	PAxG01Gg0156800	Peu2-18702	Pde01A029290
Palv2-13920	Ide2-13447	-	Potri.001G169700	PAxG01Gg0156600	Peu2-18701	Pde01A029300
Palv2-13921	Ide2-13446	-	Potri.001G169600	PAxG01Gg0156500	Peu2-18700	Pde01A029310
Palv2-13922	Ide2-13445	-	Potri.001G169500	PAxG01Gg0156300	Peu2-18699	Pde01A029330
Palv2-13923	-	-	-	-	-	-
Palv2-13924	-	-	-	-	-	-
Palv2-13925	-	-	Potri.001G169200	PAxG01Gg0156200	Peu2-18698	Pde01A029340
Palv2-13926	-	-	-	-	-	-
Palv2-13927	Ide2-13444	-	Potri.001G169100	PAxG01Gg0156100	Peu2-18697	Pde01A029350
Palv2-13928	-	-	-	-	-	-
Palv2-13929	-	-	Potri.001G169000	PAxG01Gg0156000	-	Pde01A029360
Palv2-13930	-	-	-	-	-	-
Palv2-13931	Ide2-13442	-	Potri.001G168800	PAxG01Gg0155600	Peu2-18695	Pde01A029390
Palv2-13932	Ide2-13440	-	Potri.001G168700	PAxG01Gg0155500	Peu2-18694	Pde01A029380
Palv2-13933	Ide2-13439	EVM0000977	Potri.001G168600	PAxG01Gg0155400	Peu2-18693	Pde01A029400
Palv2-13934	Ide2-13438	-	-	-	-	Pde01A029410
Palv2-13935	Ide2-13437	-	Potri.001G168400	-	Peu2-18691	Pde01A029420
Palv2-13936	Ide2-13436	EVM0013959	Potri.001G168300	PAxG01Gg0155300	Peu2-18690	Pde01A029430
Palv2-13937	Ide2-13435	-	Potri.001G168200	PAxG01Gg0155200	Peu2-18689	Pde01A029440
Palv2-13938	Ide2-13432	-	Potri.001G168100	PAxG01Gg0155100	Peu2-18688	Pde01A029450
Palv2-13939	Ide2-13431	-	Potri.001G168000	PAxG01Gg0155000	Peu2-18687	Pde01A029460
Palv2-13940	Ide2-13430	-	Potri.001G167900	PAxG01Gg0154900	Peu2-18686	Pde01A029470
Palv2-13941	Ide2-13427	EVM0004913	Potri.001G167800	PAxG01Gg0154800	Peu2-18685	Pde01A029480
Palv2-13942	Ide2-13425	EVM0034592	Potri.001G167700	PAxG01Gg0154700	Peu2-18684	Pde01A029490
Palv2-13943	-	-	Potri.001G167600	PAxG01Gg0154500	Peu2-18683	Pde01A029500
Palv2-13944	Ide2-13424	-	Potri.001G167400	PAxG01Gg0154400	Peu2-18682	Pde01A029510
Palv2-13945	Ide2-13423	-	Potri.001G167300	PAxG01Gg0154200	Peu2-18681	Pde01A029520
Palv2-13946	Ide2-13422	-	Potri.001G167200	PAxG01Gg0154000	Peu2-18680	Pde01A029530
Palv2-13947	Ide2-13421	-	Potri.001G167100	PAxG01Gg0153900	Peu2-18679	Pde01A029540
Palv2-13948	Ide2-13420	-	Potri.001G166900	PAxG01Gg0153800	Peu2-18678	Pde01A029550
Palv2-13949	Ide2-13418	-	Potri.001G166800	PAxG01Gg0153700	Peu2-18677	Pde01A029560
Palv2-13950	Ide2-13417	-	Potri.001G166600	-	Peu2-18676	Pde01A029580
Palv2-13951	Ide2-13416	-	Potri.001G166500	PAxG01Gg0153600	Peu2-18675	Pde01A029590
Palv2-13952	Ide2-13415	-	Potri.001G166400	PAxG01Gg0153500	Peu2-18674	Pde01A029600
Palv2-13953	Ide2-13414	EVM0017344	Potri.001G166300	PAxG01Gg0153400	Peu2-18673	Pde01A029610
Palv2-13954	Ide2-13413	-	Potri.001G166200	PAxG01Gg0153300	Peu2-18669	Pde01A029620
Palv2-13955	Ide2-13412	-	Potri.001G166100	PAxG01Gg0153100	Peu2-18668	Pde01A029630
Palv2-13956	Ide2-13411	EVM0013890	Potri.001G166000	PAxG01Gg0153000	Peu2-18667	Pde01A029640
Palv2-13957	Ide2-13410	EVM0040294	Potri.001G165900	-	Peu2-18666	Pde01A029650
Palv2-13958	Ide2-13409	-	Potri.001G165800	PAxG01Gg0152900	Peu2-18665	Pde01A029660
Palv2-13959	Ide2-13407	-	Potri.001G165600	PAxG01Gg0152800	Peu2-18664	Pde01A029670
Palv2-13960	Ide2-13406	EVM0021212	-	PAxG01Gg0152700	Peu2-18663	Pde01A029720
Palv2-13961	-	-	-	PAxG01Gg0152400	-	-
Palv2-13962	Ide2-13403	-	Potri.001G164900	PAxG01Gg0152300	Peu2-18660	Pde01A029760
Palv2-13963	Ide2-13401	-	Potri.001G164800	PAxG01Gg0152200	Peu2-18659	Pde01A029770
Palv2-13964	Ide2-13400	-	Potri.001G164700	PAxG01Gg0152100	Peu2-18658	Pde01A029780
Palv2-13965	-	-	-	-	-	-
Palv2-13966	-	-	-	-	Peu2-18656	-
Palv2-13967	Ide2-13398	-	Potri.001G164300	PAxG01Gg0151500	Peu2-18655	Pde01A029810
Palv2-13968	Ide2-13397	-	Potri.001G164200	PAxG01Gg0151400	Peu2-18654	Pde01A029820
Palv2-13969	Ide2-13396	EVM0035843	Potri.001G164100	PAxG01Gg0151300	Peu2-18652	Pde01A029830
Palv2-13970	Ide2-13395	-	Potri.001G164000	PAxG01Gg0151200	Peu2-18651	Pde01A029840
Palv2-13971	Ide2-13394	-	Potri.001G163900	PAxG01Gg0151100	Peu2-18650	Pde01A029850
Palv2-13972	-	-	-	-	-	-
Palv2-13973	Ide2-13393	EVM0000114	Potri.001G163800	-	Peu2-18649	Pde01A029870
Palv2-13974	Ide2-13392	-	Potri.001G163700	PAxG01Gg0150800	Peu2-18648	Pde01A029890
Palv2-13975	Ide2-13391	-	Potri.001G163600	PAxG01Gg0150700	Peu2-18647	Pde01A029900
Palv2-13976	-	-	-	-	-	-
Palv2-13977	Ide2-13389	-	Potri.001G163400	PAxG01Gg0150500	Peu2-18646	Pde01A029910
Palv2-13978	Ide2-13388	-	Potri.001G163300	PAxG01Gg0150400	Peu2-18645	Pde01A029920
Palv2-13979	-	-	-	-	-	-
Palv2-13980	Ide2-13385	-	Potri.001G163200	PAxG01Gg0150200	Peu2-18644	Pde01A029930
Palv2-13981	Ide2-13384	-	Potri.001G163100	-	Peu2-18643	Pde01A029940
Palv2-13982	Ide2-13383	EVM0031860	Potri.001G163000	PAxG01Gg0150100	Peu2-18642	Pde01A029950
Palv2-13983	Ide2-13382	-	Potri.001G162900	PAxG01Gg0149900	Peu2-18641	Pde01A029960
Palv2-13984	Ide2-13381	-	Potri.001G162800	PAxG01Gg0149800	Peu2-18640	Pde01A029970
Palv2-13985	-	-	-	-	Peu2-18638	Pde01A029980
Palv2-13986	Ide2-13379	-	Potri.001G162600	PAxG01Gg0149600	Peu2-18636	Pde01A030000
Palv2-13987	-	-	Potri.001G162500	PAxG01Gg0149100	Peu2-18634	Pde01A030040
Palv2-13988	Ide2-13378	EVM0034292	Potri.001G162400	PAxG01Gg0148800	Peu2-18633	Pde01A030050
Palv2-13989	-	-	-	PAxG01Gg0148700	Peu2-18631	Pde01A030060
Palv2-13990	Ide2-13376	EVM0013546	Potri.001G162300	-	Peu2-18632	-
Palv2-13991	Ide2-13373	EVM0007344	Potri.001G162100	PAxG01Gg0148500	Peu2-18629	Pde01A030080
Palv2-13992	-	-	-	-	-	-
Palv2-13993	Ide2-13370	-	Potri.001G162000	PAxG01Gg0148400	Peu2-18628	Pde01A030090
Palv2-13994	Ide2-13369	-	Potri.001G161900	PAxG01Gg0148300	Peu2-18627	Pde01A030100
Palv2-13995	-	-	-	-	-	-
Palv2-13996	Ide2-13367	EVM0019358	Potri.001G161800	PAxG01Gg0148100	Peu2-18626	Pde01A030110
Palv2-13997	Ide2-13366	EVM0014893	Potri.001G161700	PAxG01Gg0148000	Peu2-18625	Pde01A030120
Palv2-13998	Ide2-13365	-	Potri.001G161600	PAxG01Gg0147900	Peu2-18624	Pde01A030130
Palv2-13999	Ide2-13364	EVM0015990	Potri.001G161500	PAxG01Gg0147800	Peu2-18623	Pde01A030140
Palv2-14000	Ide2-13363	EVM0009010	Potri.001G161400	PAxG01Gg0147700	Peu2-18622	Pde01A030150
Palv2-14001	Ide2-13362	-	Potri.001G161200	PAxG01Gg0147600	Peu2-18620	-
Palv2-14002	Ide2-13361	EVM0009496	Potri.001G161100	PAxG01Gg0147500	Peu2-18619	Pde01A030160
Palv2-14003	Ide2-13360	-	Potri.001G161000	PAxG01Gg0147400	Peu2-18618	Pde01A030170
Palv2-14004	Ide2-13359	-	Potri.001G160900	PAxG01Gg0147300	Peu2-18617	Pde01A030180
Palv2-14005	Ide2-13357	EVM0008962	Potri.001G160800	PAxG01Gg0147200	Peu2-18616	Pde01A030190
Palv2-14006	Ide2-13356	-	Potri.001G160700	PAxG01Gg0147100	Peu2-18615	Pde01A030200
Palv2-14007	Ide2-13355	-	Potri.001G160600	PAxG01Gg0147000	Peu2-18614	Pde01A030210
Palv2-14008	Ide2-13354	EVM0040072	Potri.001G160500	PAxG01Gg0146900	Peu2-18613	Pde01A030220
Palv2-14009	Ide2-13353	EVM0004789	Potri.001G160400	PAxG01Gg0146500	Peu2-18612	Pde01A030230
Palv2-14010	Ide2-13351	EVM0025680	Potri.001G160300	PAxG01Gg0146300	Peu2-18611	Pde01A030240
Palv2-14011	Ide2-13349	EVM0037328	Potri.001G160100	PAxG01Gg0146200	Peu2-18610	Pde01A030250
Palv2-14012	-	-	-	-	-	-
Palv2-14013	Ide2-13347	EVM0008575	Potri.001G159900	PAxG01Gg0146100	Peu2-18609	Pde01A030270
Palv2-14014	Ide2-13346	-	Potri.001G159700	PAxG01Gg0146000	Peu2-18608	Pde01A030280
Palv2-14015	Ide2-13345	EVM0017133	Potri.001G159600	PAxG01Gg0145900	Peu2-18607	Pde01A030300
Palv2-14016	Ide2-13342	EVM0028913	Potri.001G159400	PAxG01Gg0145800	Peu2-18606	Pde01A030310
Palv2-14017	Ide2-13341	EVM0032614	Potri.001G159300	PAxG01Gg0145600	Peu2-18605	Pde01A030320
Palv2-14018	Ide2-13340	-	Potri.001G159200	PAxG01Gg0145500	Peu2-18604	Pde01A030330
Palv2-14019	Ide2-13339	EVM0023510	Potri.001G159000	PAxG01Gg0145300	Peu2-18602	Pde01A030340
Palv2-14020	Ide2-13338	-	Potri.001G158900	PAxG01Gg0145200	Peu2-18601	Pde01A030360
Palv2-14021	-	EVM0018826	Potri.001G158800	PAxG01Gg0145100	Peu2-18600	Pde01A030370
Palv2-14022	-	-	-	PAxG01Gg0145000	-	-
Palv2-14023	Ide2-13333	-	Potri.001G158700	PAxG01Gg0144900	Peu2-18599	Pde01A030380
Palv2-14024	Ide2-13331	-	Potri.001G158600	PAxG01Gg0144800	Peu2-18598	Pde01A030390
Palv2-14025	Ide2-13325	-	-	-	-	-
Palv2-14026	Ide2-13326	EVM0000556	Potri.001G158400	PAxG01Gg0144700	Peu2-18597	Pde01A030420
Palv2-14027	Ide2-13322	EVM0018137	Potri.001G158200	PAxG01Gg0144500	Peu2-18596	Pde01A030430
Palv2-14028	-	EVM0010160	Potri.001G158100	PAxG01Gg0144400	Peu2-18595	Pde01A030440
Palv2-14029	Ide2-13320	-	-	-	-	-
Palv2-14030	Ide2-13319	-	Potri.001G158000	PAxG01Gg0144300	Peu2-18594	Pde01A030450
Palv2-14031	Ide2-13317	-	Potri.001G157900	-	Peu2-18593	Pde01A030460
Palv2-14032	-	-	-	-	-	Pde01A030470
Palv2-14033	Ide2-13316	-	Potri.001G157800	PAxG01Gg0144200	Peu2-18592	Pde01A030480
Palv2-14034	Ide2-13315	-	Potri.001G157700	PAxG01Gg0144000	-	Pde01A030490
Palv2-14035	Ide2-13314	-	Potri.001G157600	PAxG01Gg0143900	Peu2-18591	Pde01A030500
Palv2-14036	Ide2-13313	-	Potri.001G157500	PAxG01Gg0143800	Peu2-18590	Pde01A030510
Palv2-14037	Ide2-13312	-	Potri.001G157400	PAxG01Gg0143700	Peu2-18589	Pde01A030520
Palv2-14038	Ide2-13311	-	Potri.001G157300	PAxG01Gg0143600	Peu2-18587	Pde01A030530
Palv2-14039	Ide2-13310	EVM0026368	Potri.001G157200	PAxG01Gg0143500	Peu2-18586	-
Palv2-14040	Ide2-13308	-	Potri.001G157100	PAxG01Gg0143300	Peu2-18585	Pde01A030540
Palv2-14041	Ide2-13307	EVM0023664	Potri.001G157000	PAxG01Gg0143200	Peu2-18584	Pde01A030550
Palv2-14042	-	-	Potri.001G156900	PAxG01Gg0143100	-	Pde01A030560
Palv2-14043	Ide2-13306	-	Potri.001G156700	PAxG01Gg0142800	Peu2-18583	Pde01A030570
Palv2-14044	Ide2-13305	-	Potri.001G156600	PAxG01Gg0142700	Peu2-18582	Pde01A030580
Palv2-14045	-	EVM0017147	Potri.001G156500	-	-	-
Palv2-14046	-	-	-	-	-	-
Palv2-14047	-	EVM0012382	Potri.001G156300	PAxG01Gg0142600	Peu2-18580	Pde01A030590
Palv2-14048	Ide2-13304	EVM0014500	Potri.001G156200	PAxG01Gg0142400	Peu2-18579	Pde01A030600
Palv2-14049	Ide2-13303	-	Potri.001G156100	-	Peu2-18578	Pde01A030610
Palv2-14050	Ide2-13302	-	Potri.001G156000	PAxG01Gg0142300	Peu2-18577	Pde01A030630
Palv2-14051	Ide2-13300	EVM0002956	Potri.001G155900	PAxG01Gg0142200	Peu2-18576	Pde01A030640
Palv2-14052	Ide2-13297	EVM0035267	Potri.001G155800	PAxG01Gg0142100	Peu2-18575	Pde01A030650
Palv2-14053	Ide2-13296	EVM0041673	Potri.001G155700	PAxG01Gg0141900	Peu2-18573	Pde01A030660
Palv2-14054	-	EVM0036397	Potri.001G155600	PAxG01Gg0141700	Peu2-18572	Pde01A030670
Palv2-14055	Ide2-13295	EVM0036604	Potri.001G155500	PAxG01Gg0141600	Peu2-18570	Pde01A030680
Palv2-14056	Ide2-13294	-	-	-	Peu2-18569	Pde01A030690
Palv2-14057	Ide2-13293	EVM0014771	Potri.001G155300	PAxG01Gg0141500	Peu2-18568	Pde01A030700
Palv2-14058	Ide2-13292	EVM0035439	Potri.001G155200	PAxG01Gg0141400	Peu2-18567	Pde01A030710
Palv2-14059	Ide2-13291	EVM0022814	Potri.001G155100	PAxG01Gg0141300	Peu2-18566	Pde01A030720
Palv2-14060	Ide2-13290	EVM0002566	Potri.001G155000	PAxG01Gg0141200	Peu2-18565	Pde01A030730
Palv2-14061	Ide2-13289	EVM0010999	Potri.001G154901	PAxG01Gg0140900	Peu2-18564	Pde01A030740
Palv2-14062	Ide2-13288	EVM0033359	Potri.001G154700	PAxG01Gg0140800	Peu2-18563	-
Palv2-14063	Ide2-13287	EVM0005183	Potri.001G154600	PAxG01Gg0140700	Peu2-18562	Pde01A030750
Palv2-14064	Ide2-13285	EVM0029041	Potri.001G154500	-	Peu2-18561	Pde01A030770
Palv2-14065	Ide2-13284	EVM0039100	Potri.001G154400	PAxG01Gg0140600	Peu2-18560	Pde01A030780
Palv2-14066	Ide2-13283	EVM0012772	Potri.001G154300	PAxG01Gg0140500	Peu2-18559	Pde01A030790
Palv2-14067	Ide2-13282	EVM0004606	Potri.001G154200	PAxG01Gg0140400	Peu2-18557	Pde01A030800
Palv2-14068	Ide2-13279	EVM0041969	Potri.001G154100	PAxG01Gg0140300	Peu2-18556	Pde01A030810
Palv2-14069	Ide2-13278	-	Potri.001G153900	-	-	Pde01A030820
Palv2-14070	-	-	Potri.001G153800	PAxG01Gg0139900	Peu2-18554	Pde01A030830
Palv2-14071	-	EVM0022781	Potri.001G153400	PAxG01Gg0139600	Peu2-18553	Pde01A030860
Palv2-14072	Ide2-13277	EVM0034338	Potri.001G153300	PAxG01Gg0139500	Peu2-18552	Pde01A030870
Palv2-14073	-	-	-	-	-	-
Palv2-14074	Ide2-13275	EVM0027657	Potri.001G153200	PAxG01Gg0139400	Peu2-18551	Pde01A030880
Palv2-14075	Ide2-13274	EVM0017547	Potri.001G153100	PAxG01Gg0139200	Peu2-18550	Pde01A030890
Palv2-14076	Ide2-13273	EVM0006212	Potri.001G153000	PAxG01Gg0139100	Peu2-18549	Pde01A030900
Palv2-14077	Ide2-13272	EVM0018135	Potri.001G152800	PAxG01Gg0139000	Peu2-18547	Pde01A030910
Palv2-14079	Ide2-13270	EVM0010565	Potri.001G152600	PAxG01Gg0138800	Peu2-18546	Pde01A030940
Palv2-14080	Ide2-13269	EVM0012915	Potri.001G152500	PAxG01Gg0138700	Peu2-18544	Pde01A030950
Palv2-14081	-	-	-	-	-	-
Palv2-14082	-	-	-	-	-	-
Palv2-14083	Ide2-13264	EVM0009473	Potri.001G152300	PAxG01Gg0138500	Peu2-18542	Pde01A030960
Palv2-14084	Ide2-13263	EVM0032638	Potri.001G152200	PAxG01Gg0138400	Peu2-18541	Pde01A030970
Palv2-14085	Ide2-13262	EVM0030444	Potri.001G152100	PAxG01Gg0138300	Peu2-18540	Pde01A030980
Palv2-14086	-	EVM0025827	Potri.001G152000	PAxG01Gg0138200	Peu2-18539	Pde01A030990
Palv2-14087	Ide2-13261	EVM0034571	Potri.001G151900	PAxG01Gg0138100	Peu2-18538	Pde01A031000
Palv2-14088	Ide2-13260	EVM0023810	Potri.001G151800	PAxG01Gg0138000	Peu2-18537	Pde01A031010
Palv2-14089	Ide2-13257	EVM0016697	Potri.001G151700	PAxG01Gg0137700	Peu2-18535	Pde01A031030
Palv2-14090	Ide2-13256	EVM0025141	Potri.001G151601	-	Peu2-18534	Pde01A031040
Palv2-14091	Ide2-13252	EVM0013714	Potri.001G151500	PAxG01Gg0137600	Peu2-18533	Pde01A031050
Palv2-14092	Ide2-13250	EVM0020583	Potri.001G151300	PAxG01Gg0137400	Peu2-18532	Pde01A031080
Palv2-14093	Ide2-13248	EVM0020258	Potri.001G150900	PAxG01Gg0137000	Peu2-18530	Pde01A031090
Palv2-14094	Ide2-13247	EVM0028272	Potri.001G150800	PAxG01Gg0136900	Peu2-18529	Pde01A031100
Palv2-14095	Ide2-13245	EVM0016591	Potri.001G150700	PAxG01Gg0136500	Peu2-18528	Pde01A031110
Palv2-14096	Ide2-13244	EVM0013177	Potri.001G150600	-	Peu2-18527	Pde01A031120
Palv2-14097	Ide2-13243	EVM0033255	Potri.001G150500	PAxG01Gg0136400	Peu2-18526	Pde01A031130
Palv2-14098	Ide2-13242	EVM0029478	Potri.001G150400	PAxG01Gg0136300	Peu2-18525	Pde01A031140
Palv2-14099	Ide2-13241	EVM0032064	Potri.001G150300	PAxG01Gg0136200	Peu2-18524	Pde01A031150
Palv2-14100	Ide2-13237	EVM0023243	Potri.001G150200	PAxG01Gg0136100	Peu2-18523	Pde01A031160
Palv2-14101	-	-	-	-	-	Pde01A031170
Palv2-14102	-	-	Potri.001G150001	-	Peu2-18522	-
Palv2-14103	-	-	-	-	-	Pde01A031190
Palv2-14104	-	-	-	-	-	-
Palv2-14105	Ide2-13236	EVM0016418	Potri.001G149900	PAxG01Gg0136000	Peu2-18521	Pde01A031200
Palv2-14106	Ide2-13235	EVM0038176	Potri.001G149800	PAxG01Gg0135900	Peu2-18520	Pde01A031210
Palv2-14107	Ide2-13232	EVM0006890	Potri.001G149600	PAxG01Gg0135700	Peu2-18518	Pde01A031230
Palv2-14108	-	-	Potri.001G149500	PAxG01Gg0135600	-	Pde01A031250
Palv2-14109	Ide2-13231	EVM0012659	Potri.001G149400	PAxG01Gg0135500	Peu2-18517	Pde01A031260
Palv2-14110	Ide2-13230	EVM0038037	Potri.001G149300	PAxG01Gg0135400	Peu2-18516	Pde01A031270
Palv2-14111	Ide2-13229	EVM0033790	Potri.001G149200	PAxG01Gg0135300	Peu2-18515	Pde01A031280
Palv2-14112	Ide2-13228	EVM0025122	Potri.001G149100	PAxG01Gg0135200	Peu2-18514	Pde01A031310
Palv2-14113	Ide2-13226	EVM0013599	Potri.001G148900	PAxG01Gg0135100	Peu2-18513	Pde01A031320
Palv2-14114	Ide2-13224	EVM0006529	Potri.001G148800	PAxG01Gg0134800	Peu2-18512	Pde01A031340
Palv2-14115	-	-	-	-	Peu2-18511	-
Palv2-14116	Ide2-13223	EVM0028891	Potri.001G148700	PAxG01Gg0134500	Peu2-18510	Pde01A031360
Palv2-14117	Ide2-13222	EVM0004873	Potri.001G148600	PAxG01Gg0134300	Peu2-18508	Pde01A031370
Palv2-14118	Ide2-13221	EVM0013591	Potri.001G148500	PAxG01Gg0134100	Peu2-18507	Pde01A031380
Palv2-14119	Ide2-13220	EVM0020461	Potri.001G148400	PAxG01Gg0133800	Peu2-18506	Pde01A031390
Palv2-14120	Ide2-13219	EVM0014200	Potri.001G148300	PAxG01Gg0133700	Peu2-18505	Pde01A031400
Palv2-14121	-	EVM0019114	Potri.001G148200	PAxG01Gg0133600	Peu2-18504	Pde01A031410
Palv2-14122	Ide2-13218	EVM0027875	Potri.001G148100	PAxG01Gg0133500	Peu2-18503	Pde01A031420
Palv2-14123	Ide2-13216	EVM0040350	Potri.001G148000	PAxG01Gg0133400	-	Pde01A031430
Palv2-14124	Ide2-13213	EVM0038860	Potri.001G147900	-	Peu2-18502	Pde01A031440
Palv2-14125	Ide2-13212	-	Potri.001G147801	PAxG01Gg0133300	Peu2-18501	Pde01A031450
Palv2-14126	Ide2-13211	-	-	-	-	-
Palv2-14127	Ide2-13210	EVM0020513	Potri.001G147700	PAxG01Gg0133200	Peu2-18500	Pde01A031460
Palv2-14128	Ide2-13209	EVM0036562	Potri.001G147600	PAxG01Gg0133100	Peu2-18499	Pde01A031470
Palv2-14129	Ide2-13208	EVM0029525	Potri.001G147500	PAxG01Gg0133000	Peu2-18498	Pde01A031480
Palv2-14130	Ide2-13205	-	Potri.001G147400	PAxG01Gg0132900	Peu2-18497	Pde01A031490
Palv2-14131	Ide2-13204	EVM0028965	Potri.001G147300	-	Peu2-18496	Pde01A031500
Palv2-14132	-	EVM0012577	-	-	-	-
Palv2-14133	Ide2-13203	-	Potri.001G147200	PAxG01Gg0132700	Peu2-18495	Pde01A031510
Palv2-14134	-	-	-	-	-	-
Palv2-14135	Ide2-02676	-	-	-	Peu2-18492	Pde01A031520
Palv2-14136	Ide2-13199	EVM0029037	Potri.001G147000	PAxG01Gg0132600	-	Pde01A031530
Palv2-14137	Ide2-13198	EVM0022986	Potri.001G146900	PAxG01Gg0132500	Peu2-18491	Pde01A031540
Palv2-14138	Ide2-13197	EVM0001544	Potri.001G146800	PAxG01Gg0132400	Peu2-18490	Pde01A031570
Palv2-14139	-	-	-	-	-	-
Palv2-14140	Ide2-13196	EVM0004035	Potri.001G146600	PAxG01Gg0132200	Peu2-18489	Pde01A031600
Palv2-14141	Ide2-13195	EVM0000170	Potri.001G146500	PAxG01Gg0132100	Peu2-18488	-
Palv2-14142	Ide2-13194	EVM0007174	Potri.001G146400	PAxG01Gg0132000	Peu2-18487	Pde01A031610
Palv2-14143	Ide2-13192	EVM0038306	Potri.001G146200	PAxG01Gg0131800	Peu2-18485	Pde01A031620
Palv2-14144	Ide2-13190	EVM0018393	Potri.001G146100	PAxG01Gg0131600	Peu2-18481	Pde01A031630
Palv2-14145	Ide2-13189	EVM0041808	-	-	-	Pde01A031640
Palv2-14146	Ide2-13184	EVM0038586	Potri.001G145900	PAxG01Gg0131500	Peu2-18480	Pde01A031650
Palv2-14147	Ide2-13183	EVM0036753	Potri.001G145800	-	Peu2-18479	Pde01A031660
Palv2-14148	Ide2-13182	EVM0030664	Potri.001G145700	PAxG01Gg0131400	Peu2-18477	Pde01A031670
Palv2-14149	Ide2-13181	EVM0019025	Potri.001G145500	-	Peu2-18476	Pde01A031680
Palv2-14150	Ide2-13180	EVM0005824	Potri.001G145400	-	Peu2-18475	Pde01A031690
Palv2-14151	-	-	-	-	-	-
